state_name,year,secondary_teachers,total_rd_expenditures,pupil_teacher_ratio,full_time_equivalent,grade_9_students_enrollment,grade_10_students_enrollment,grade_11_students_enrollment,grade_12_students_enrollment,grade_9_dropouts,grade_10_dropouts,grade_11_dropouts,grade_12_dropouts,grades_9_12_dropouts,no_of_sat_test_takers,critical_reading_mean,critical_reading_sd,mathematics_mean,mathematics_sd,writing_mean,writing_sd,no_high_school_diploma,high_school_or_equivalent,some_college_less_than_4_yr_degree,bachelors_degree_or_higher,american_indian_alaska_native_male_grade_9,american_indian_alaska_native_female_grade_9,asian_or_asian_pacific_islander_male_grade_9,asian_or_asian_pacific_islander_female_grade_9,hispanic_male_grade_9,hispanic_female_grade_9,black_male_grade_9,black_female_grade_9,white_male_grade_9,white_female_grade_9,american_indian_alaska_native_male_grade_10,american_indian_alaska_native_female_grade_10,asian_or_asian_pacific_islander_male_grade_10,asian_or_asian_pacific_islander_female_grade_10,hispanic_male_grade_10,hispanic_female_grade_10,black_male_grade_10,black_female_grade_10,white_male_grade_10,white_female_grade_10,american_indian_alaska_native_male_grade_11,american_indian_alaska_native_female_grade_11,asian_or_asian_pacific_islander_male_grade_11,asian_or_asian_pacific_islander_female_grade_11,hispanic_male_grade_11,hispanic_female_grade_11,black_male_grade_11,black_female_grade_11,white_male_grade_11,white_female_grade_11,american_indian_alaska_native_male_grade_12,american_indian_alaska_native_female_grade_12,asian_or_asian_pacific_islander_male_grade_12,asian_or_asian_pacific_islander_female_grade_12,hispanic_male_grade_12,hispanic_female_grade_12,black_male_grade_12,black_female_grade_12,white_male_grade_12,white_female_grade_12
ILLINOIS,1991-92,28989,NA,NA,110153,139324,127636,115193,104837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLINOIS,1990-91,28934,656620,NA,108775,132303,127060,114080,105541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLINOIS,1989-90,28973,NA,NA,106183,132786,126084,114754,110514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLINOIS,1988-89,29500,NA,NA,105097,130730,128476,121207,120267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLINOIS,1987-88,30098,NA,NA,105217,133306,135447,131210,123049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLINOIS,1986-87,30254,NA,NA,104609,141211,144222,133117,119627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,2013-14,28634.85,NA,17.51,59823.14,82622,80353,77504,75871,373,945,1349,2346,5013,47842,497,99,500,103,477,96,NA,NA,NA,NA,107,110,775,758,3736,3716,5137,5073,30510,29265,129,112,718,722,3378,3391,4853,4940,29928,29024,118,111,692,750,3190,3160,4400,4578,28966,28568,122,111,671,714,2912,2872,4377,4351,29046,28036
INDIANA,2012-13,28675.87,NA,17.4,59863.28,82545,80253,78645,74886,484,799,1494,2652,5429,48476,493,101,500,103,477,98,237,951,739,616,126,113,683,720,3386,3377,5065,5099,30876,29518,124,129,635,679,3231,3170,4685,4808,30042,29377,132,111,685,726,3005,2921,4635,4502,29858,29015,120,126,634,649,2804,2686,4342,4422,28767,27583
INDIANA,2011-12,19739.82,NA,16.7,62338.58,81801,82495,77793,74071,182,660,1458,3117,5417,48127,493,99,501,103,476,97,351,898,795,602,138,131,621,664,3145,3122,4706,4662,30926,29920,145,116,640,659,3051,2902,5182,4857,31390,29931,135,130,622,673,2823,2665,4566,4599,29760,28484,123,103,631,622,2471,2386,3983,4152,28784,27931
INDIANA,2010-11,25843,NA,18.02,58121,84139,81558,77285,74836,1144,1603,2319,3423,8489,48267,493,99,501,101,475,97,315,878,779,603,166,130,618,626,3189,2989,5177,4840,32503,30725,158,149,635,624,2966,2762,5105,4917,31127,29480,132,115,623,636,2591,2474,4412,4520,29779,28844,131,118,568,497,2273,2221,4022,4033,29336,28580
INDIANA,2009-10,28171,1005216,16.81,62258,84235,80905,77923,72999,1527,2006,2467,3076,9057,45594,494,99,505,100,477,96,238,935,709,629,102,119,623,618,2851,2568,5558,5150,32958,30647,116,109,644,617,2463,2314,5103,5016,31715,30268,101,107,618,537,2302,2131,4610,4541,30978,29823,102,110,520,522,1895,1794,3915,4177,29481,28689
INDIANA,2008-09,28296,NA,16.7,62668,84538,81245,77354,72989,1150,1716,2273,2441,7580,44511,496,98,507,101,480,97,250,1013,691,556,134,111,593,569,2712,2426,5802,5263,33271,31033,105,112,560,498,2349,2139,5012,4791,32488,30871,121,109,528,515,2084,1922,4436,4590,31082,30036,75,105,498,477,1728,1678,3630,4163,29658,29392
INDIANA,2007-08,28074,801930,16.8,62334,84936,81967,78556,71755,1195,1630,2096,2560,7481,44040,496,98,508,100,481,96,278,937,745,520,111,122,507,475,2562,2268,5524,5020,34036,31861,135,115,493,479,2268,2055,5181,4977,32978,31221,91,107,495,467,1947,1776,4355,4662,31866,30980,84,93,485,493,1544,1590,3565,3960,29565,28998
INDIANA,2006-07,27855,823286,17,61346,86804,82655,76719,69654,1251,1595,1764,1857,6467,42911,497,99,507,100,483,95,285,954,709,542,131,125,492,477,2479,2214,5903,5387,34937,32474,104,100,442,438,2080,1877,4839,4997,33628,32244,92,96,476,501,1704,1633,4096,4359,31632,30644,73,71,485,478,1364,1380,3400,3843,28980,28392
INDIANA,2005-06,26413,759419,17.1,60592,88563,81090,73904,67050,1185,1612,1857,1766,6420,41568,498,98,509,101,486,95,343,1007,673,546,110,117,453,413,2417,2053,6151,5888,36514,34426,97,91,454,433,1875,1749,4759,4929,34024,32633,91,81,475,470,1524,1437,3871,4156,31422,30302,87,68,478,494,1266,1200,3064,3396,28850,27976
INDIANA,2004-05,26352,840957,16.9,60563,87829,78361,71836,63316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,973,651,506,112,103,425,412,2116,1895,6238,5790,36539,34193,91,84,450,411,1609,1451,4586,4683,33246,31729,99,88,457,471,1381,1318,3699,3815,30945,29526,69,72,413,422,1095,1026,2649,2995,27583,26923
INDIANA,2003-04,25807,725752,16.9,59924,85025,76648,68227,63632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,938,677,524,97,95,449,401,1867,1573,5679,5499,35821,33525,116,95,431,426,1564,1375,4433,4414,32887,30887,76,76,396,393,1216,1088,3488,3521,29505,28429,74,72,413,422,957,1055,2717,3093,27753,27000
INDIANA,2002-03,25826,650718,16.7,59968,82602,73482,68367,64156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,961,653,474,120,104,418,410,1647,1378,5224,4905,35120,32533,106,101,399,385,1369,1218,4196,4091,31383,29907,85,86,414,397,1020,1067,3207,3485,29895,28568,61,71,427,381,880,883,2707,3116,28054,27396
INDIANA,2001-02,25782,584418,16.7,59658,78945,73024,67649,62913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,965,586,499,113,94,372,371,1501,1271,4920,4583,33830,31890,97,95,403,363,1180,1158,3893,3902,31811,30121,73,89,417,343,917,889,3029,3319,29715,28858,97,65,373,384,897,858,2628,2907,27708,26995
INDIANA,2000-01,25683,509141,16.7,59226,79931,73214,67183,63504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,83,398,354,1330,1292,4845,4587,34747,32193,71,81,394,341,1103,974,3795,3974,31917,30559,87,54,373,361,938,852,3213,3297,29553,28452,64,59,332,387,770,778,2599,2924,28051,27539
INDIANA,1999-00,25527,460418,16.8,58864,81049,73532,68054,64647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,75,383,334,1212,1073,4894,4745,35246,32997,95,75,357,348,1102,963,4197,4068,32196,30131,72,65,319,330,814,806,3144,3306,30024,29174,44,59,321,362,745,776,2518,2959,28759,28104
INDIANA,1998-99,25639,426328,17,58084,82657,73345,69191,64293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,73,353,326,1269,1093,5537,5000,36004,32892,71,72,311,326,911,873,3789,3724,32338,30930,64,62,327,329,801,826,3070,3323,30949,29440,52,51,329,332,795,722,2613,2996,28454,27949
INDIANA,1997-98,25368,401629,17.2,57371,82753,75157,69115,64829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1996-97,25154,391259,NA,56708,83577,75442,69452,62923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1995-96,24881,377034,NA,55821,83436,76232,67902,62659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1994-95,25251,NA,NA,55496,83147,73567,67198,62727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1993-94,24948,NA,NA,55107,81632,72611,67005,60971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1992-93,23673,NA,NA,54552,80394,71706,63827,62234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1991-92,24618,NA,NA,54509,79913,69240,65013,60657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1990-91,23422,240988,NA,54806,76671,69676,63254,62740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1989-90,23353,NA,NA,54370,76603,67895,66353,65063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1988-89,23431,NA,NA,54029,74505,71412,69809,69641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1987-88,23699,NA,NA,53749,77716,75196,74403,69831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INDIANA,1986-87,23554,NA,NA,52896,79787,78522,73522,66764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,2013-14,10677.47,NA,14.21,35396.65,36944,36349,35460,36258,363,713,1276,2747,5099,1041,605,113,611,109,578,110,NA,NA,NA,NA,75,85,404,361,1688,1562,1046,982,15243,14343,83,65,436,401,1563,1532,949,912,15073,14295,73,97,407,425,1474,1428,964,809,14960,14060,80,80,394,428,1450,1411,969,811,15457,14389
IOWA,2012-13,10637.48,NA,14.25,35080.24,36752,36240,35538,36254,301,667,1257,2557,4782,1054,592,119,601,115,570,116,105,434,423,325,96,74,403,375,1562,1524,977,938,15283,14445,81,91,384,403,1539,1471,981,854,15233,14218,79,79,373,415,1403,1353,903,773,15130,14235,87,93,385,398,1374,1327,911,770,15510,14702
IOWA,2011-12,10564.86,NA,14.31,34658.15,36726,36333,35590,37069,291,630,1212,2304,4437,1136,603,109,606,111,580,108,118,404,381,345,86,109,369,384,1525,1484,1048,871,15427,14335,86,103,342,408,1446,1394,928,806,15342,14372,92,91,357,373,1334,1268,881,744,15076,14431,76,62,359,352,1233,1190,841,778,15839,15041
IOWA,2010-11,10603.53,NA,14.31,34642.08,36984,36540,36435,37704,276,558,1070,1703,3607,1254,596,113,606,109,575,112,121,404,380,336,101,108,321,365,1511,1402,985,885,15715,14618,106,114,360,368,1414,1354,971,806,15479,14631,79,68,341,340,1197,1161,850,768,15723,15023,107,74,337,344,1212,1164,874,819,16328,15386
IOWA,2009-10,16049.22,562569,13.72,35842.15,37359,37494,36971,38685,325,641,882,1518,3366,1099,603,113,613,108,582,108,119,410,396,304,126,120,342,329,1406,1318,1042,873,15913,14952,98,89,349,328,1247,1154,921,873,16214,15274,116,90,314,344,1104,1038,831,780,16098,15303,116,88,334,362,1087,1061,861,793,16410,16046
IOWA,2008-09,16358,NA,13.6,35961,38048,38116,37779,38050,486,676,848,1292,3302,1105,610,107,615,103,588,101,116,390,403,309,118,106,368,372,1287,1123,1120,1099,16724,15684,137,84,385,393,1165,999,1039,978,16903,15915,113,97,367,408,1022,953,874,863,16650,16328,93,112,357,380,914,894,823,832,16963,16376
IOWA,2007-08,16481,586786,13.4,36089,38992,39306,38199,39114,NA,710,1012,1501,3223,1330,603,108,612,103,582,105,110,426,375,317,140,90,367,383,1192,1023,1148,1123,17200,16153,113,107,357,394,1068,1031,1029,1015,17267,16711,102,110,334,362,918,873,857,818,17033,16538,110,108,374,356,892,817,810,781,17698,16822
IOWA,2006-07,16525,572623,13.6,35653,40126,39556,38774,38448,366,651,1010,987,3014,1305,608,103,613,102,586,100,109,423,398,308,122,116,362,371,1104,1043,1140,1074,17579,17077,110,119,343,337,1019,953,931,860,17745,16974,100,114,344,325,878,848,790,766,17482,16928,119,121,359,359,788,700,735,725,17549,16731
IOWA,2005-06,12215,548237,13.7,35181,41059,40151,38501,37611,502,782,1129,1288,3701,1477,602,105,613,101,591,96,118,440,368,265,120,133,341,346,1099,975,1081,977,18327,17344,121,127,356,332,904,869,861,843,18085,17338,117,108,349,335,765,705,746,751,17552,16779,109,123,362,384,716,641,655,611,17044,16363
IOWA,2004-05,12194,531770,13.8,34697,41196,39580,36940,36434,619,969,1222,1383,4193,NA,NA,NA,NA,NA,NA,NA,119,445,371,285,111,138,358,327,985,924,994,897,18485,17657,129,118,359,306,868,775,855,843,18034,17066,86,115,324,353,719,649,657,586,16919,16332,96,102,370,343,630,578,573,594,16989,16068
IOWA,2003-04,11353,498669,13.8,34791,40486,38451,36794,36834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,399,375,306,148,124,355,293,943,812,929,888,18469,17525,97,122,333,340,791,726,717,673,17710,16942,88,101,348,329,664,586,592,622,17175,16289,85,89,361,355,556,565,475,519,17272,16557
IOWA,2002-03,11178,485756,13.9,34573,39434,37958,38027,36728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,296,393,295,105,105,344,329,846,764,841,722,18168,17210,98,112,351,334,729,629,669,669,17740,16627,89,101,352,317,587,589,519,573,17870,17030,74,63,366,341,394,435,481,451,17450,16673
IOWA,2001-02,12479,439810,13.9,34906,39818,39126,38443,36469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,422,369,283,114,115,355,309,839,671,839,800,18516,17260,80,105,364,325,629,591,606,597,18392,17437,85,88,341,303,468,481,567,539,18198,17373,83,96,360,332,463,386,413,487,17280,16569
IOWA,2000-01,12368,418263,14.3,34636,40660,39929,37592,36892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,106,395,333,690,645,689,736,18991,17998,85,87,360,304,532,509,651,554,18852,17995,71,92,341,344,486,405,448,499,17717,17189,89,77,335,384,379,366,408,409,17557,16888
IOWA,1999-00,12073,375300,14.9,33480,41394,39159,37829,37124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,100,373,322,589,548,788,709,19522,18351,83,82,366,326,505,457,545,572,18461,17762,77,72,328,341,383,370,436,456,18114,17252,67,88,310,326,377,334,476,459,17512,17175
IOWA,1998-99,11985,358613,15.2,32822,40741,39652,38275,37166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,86,393,329,567,477,693,710,19192,18202,87,72,338,343,411,418,538,533,18832,18080,59,68,313,338,362,344,507,508,18261,17515,58,84,268,300,321,312,392,421,17713,17297
IOWA,1997-98,12003,342605,15.3,32700,40806,39679,38235,36808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1996-97,11997,333202,NA,32593,40892,40277,38093,35650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1995-96,12063,323535,NA,32318,41385,39680,36861,34565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1994-95,11973,NA,NA,31726,40593,37874,35400,34078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1993-94,12188,NA,NA,31616,38637,36483,34893,32588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1992-93,12195,NA,NA,31403,37151,35708,32991,33057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1991-92,12364,NA,NA,31395,36745,34019,33332,31648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1990-91,12589,233052,NA,31045,34768,34067,31688,30928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1989-90,12058,NA,NA,30423,35041,32489,31472,33795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1988-89,12558,NA,NA,30327,33373,32229,34204,36157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1987-88,14017,NA,NA,30873,33296,35296,36907,36965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOWA,1986-87,15385,NA,NA,30958,36316,38047,37707,36222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KANSAS,2013-14,18297.6,NA,13.01,38152.9,36955,35699,33204,32989,442,661,765,1105,2973,1683,591,115,596,110,566,115,NA,NA,NA,NA,217,222,445,415,3361,3096,1488,1358,12850,11730,229,207,453,505,3027,2833,1343,1233,12393,11760,196,182,454,490,2478,2506,1192,1086,11758,11316,194,173,447,451,2301,2291,1109,1103,11953,11507
KANSAS,2012-13,19608.1,NA,11.86,41243.2,37060,34486,33499,32810,427,678,774,1016,2895,1823,589,112,595,106,568,109,101,269,388,382,245,219,456,474,3294,2966,1513,1335,12721,11825,197,199,461,476,2610,2638,1270,1153,12050,11509,204,183,434,449,2401,2355,1155,1145,11889,11388,192,161,406,385,2218,2180,1164,1104,11938,11262
KANSAS,2011-12,17023.8,NA,13,37407.3,36197,35081,33699,32478,453,801,1016,1227,3497,1902,584,114,594,103,561,113,111,312,381,347,244,232,468,460,2931,2820,1462,1272,12799,11871,228,190,450,464,2687,2547,1302,1251,12554,11894,214,170,404,394,2371,2246,1244,1207,12264,11677,188,182,431,385,2039,2039,1180,1154,12159,11389
KANSAS,2010-11,16791.8,NA,13.96,34643.8,37010,35639,33676,33180,504,854,1051,1448,3857,2093,580,116,591,105,563,110,108,297,372,388,294,252,451,453,2922,2634,1539,1438,13111,12326,275,221,408,385,2635,2372,1404,1306,12880,12224,232,234,416,390,2125,2094,1305,1217,12553,11780,237,212,431,415,1973,1978,1250,1234,12310,11889
KANSAS,2009-10,16816.2,441321,13.67,34700.1,37450,35672,33596,33522,594,818,1020,1152,3584,1822,590,110,595,102,567,107,102,302,371,366,270,227,394,380,2989,2614,1598,1445,13442,12484,238,218,421,386,2462,2320,1559,1367,13132,12114,221,208,411,385,2090,2008,1238,1230,12501,12005,189,173,358,385,1830,1780,1147,1121,12543,12030
KANSAS,2008-09,18769,NA,13.1,35883,37354,35662,33803,32267,487,761,910,955,3113,2067,581,108,589,102,564,105,101,317,369,335,318,298,482,454,2554,2243,1935,1683,14011,12822,274,293,470,455,2267,2080,1624,1510,13494,12681,258,242,397,436,1791,1708,1444,1366,13220,12608,231,259,435,441,1560,1528,1255,1301,12823,12166
KANSAS,2007-08,18572,375960,13.2,35359,37569,36316,33859,33149,419,734,962,1150,3265,2300,580,108,589,99,564,102,89,317,368,343,321,335,486,440,2566,2196,1936,1685,14200,13101,312,278,405,433,2234,2003,1693,1580,13956,13187,260,298,424,429,1740,1663,1465,1446,13362,12573,263,256,395,429,1448,1491,1253,1220,13416,12814
KANSAS,2006-07,18713,354376,13.3,35297,38439,36464,34712,32471,500,855,1077,1072,3504,2366,583,106,590,98,569,101,98,329,339,344,329,301,420,433,2521,2189,1941,1731,14698,13606,295,322,433,446,2065,1906,1715,1670,14216,13138,278,263,396,425,1590,1597,1407,1332,13967,13244,230,237,407,411,1304,1371,1294,1268,13258,12514
